prey,predator,prey_payoff,predator_payoff
D,D,1.1089942805,0.8495999696
N,N,1.1134906026,0.8274561275
P1,P1,1.1239729947,0.8388068568
N,M2,1.0843710429,0.8345187406
D,M2,1.1119595275,0.8532529403
D,P1,1.1341674967,0.8407943986
D,P2,1.1264403307,0.8474362741
D,M1,1.1445917824,0.8364248321
P1,D,1.0649330856,0.8570796500
N,M1,1.0913206392,0.8338467685
N,P2,1.1014169454,0.8299694648
N,P1,1.0752854772,0.8380742854
P1,N,1.1414328713,0.8360193615
D,N,1.1276124417,0.8487287360
N,D,1.0656167231,0.8387891490
P1,P2,1.0991127866,0.8506874449
P1,M2,1.0794967709,0.8570375774
P1,M1,1.1372021204,0.8346492622
P2,P2,1.1172184784,0.8307257300
P2,D,1.0836395489,0.8396094315
M1,M1,1.1212244592,0.8345003959
P2,M1,1.1061098968,0.8333836297
M1,D,1.0522189603,0.8570740580
P2,N,1.1142786037,0.8337779973
M1,N,1.1284902425,0.8334968908
P2,M2,1.0993270384,0.8363541610
M1,P2,1.0790162366,0.8522937272
M1,P1,1.1039034624,0.8398967448
M2,N,1.1275389637,0.8361771102
M2,D,1.0970271912,0.8395768298
P2,P1,1.0982134389,0.8359089713
M1,M2,1.0624242446,0.8567339346
M2,M2,1.1199248409,0.8350600141
M2,P1,1.1104815859,0.8372212127
M2,P2,1.1335787743,0.8307447769
M2,M1,1.1102349750,0.8373274341
