prey,predator,prey_payoff,predator_payoff
N,N,1.1204820145,0.8259681249
D,D,1.1173215198,0.8465824100
P1,P1,1.1241541189,0.8396089385
N,M2,1.0740830529,0.8394769229
D,M2,1.1277173519,0.8478588760
D,P1,1.1465058191,0.8374881899
P1,D,1.0911243650,0.8488526330
D,M1,1.1562481848,0.8334974398
N,P1,1.0645152876,0.8432345176
N,P2,1.1007096610,0.8308857767
D,P2,1.1398234890,0.8430753836
P1,N,1.1532031307,0.8328629537
N,M1,1.0900408215,0.8350340247
N,D,1.0566048706,0.8434875258
D,N,1.1528848995,0.8399782348
P1,P2,1.1041194322,0.8497508948
P2,P2,1.1175162875,0.8314372849
P1,M2,1.0715378960,0.8615577855
P1,M1,1.1408528505,0.8338859484
P2,D,1.0818743368,0.8406639997
M1,M1,1.1210058973,0.8354392256
P2,N,1.1253792353,0.8308273825
M1,N,1.1394084527,0.8306445556
P2,M1,1.1109768839,0.8322921952
M1,D,1.0783871824,0.8487155071
P2,M2,1.0999206438,0.8373609157
M1,P2,1.0707335388,0.8569340579
M1,P1,1.1039538340,0.8411175868
M2,D,1.0952070928,0.8406385570
P2,P1,1.1039778252,0.8344383799
M2,N,1.1391191208,0.8330713935
M1,M2,1.0369058127,0.8688672869
M2,M2,1.1206125111,0.8356401127
M2,P1,1.1154393872,0.8360911742
M2,P2,1.1377780276,0.8297057460
M2,M1,1.1187024837,0.8350037889
