prey,predator,prey_payoff,predator_payoff
N,N,1.1462679376,0.8166281053
D,D,1.1162356337,0.8488309322
P1,P1,1.1239117354,0.8407981794
D,M2,1.1332067081,0.8472048855
N,M2,1.0715305341,0.8417632908
D,P1,1.1522174712,0.8361271600
P1,N,1.1829882527,0.8224258054
D,P2,1.1455171860,0.8422206583
D,M1,1.1612558012,0.8324827776
P1,D,1.0913463861,0.8516297591
N,P2,1.1044106147,0.8303012200
N,P1,1.0619529800,0.8456204441
N,M1,1.0935061378,0.8346695186
D,N,1.1912292690,0.8267499739
N,D,1.0436575105,0.8496793892
P1,P2,1.1256230582,0.8424375565
P1,M2,1.0941962182,0.8542224004
P1,M1,1.1433493490,0.8337878499
P2,P2,1.1174725923,0.8324831237
P2,D,1.0783096729,0.8432600136
M1,M1,1.1208493319,0.8365677577
P2,M1,1.1128598400,0.8325734499
P2,N,1.1563920770,0.8198132905
M1,N,1.1705347499,0.8197742411
M1,D,1.0785492328,0.8515262683
P2,M2,1.0987011990,0.8391484604
M1,P1,1.1027203667,0.8429252097
M1,P2,1.0926054813,0.8496911083
M2,N,1.1688638244,0.8224667170
M2,D,1.0912476183,0.8433616992
P2,P1,1.1021414051,0.8361532634
M1,M2,1.0640557715,0.8599919852
M2,M2,1.1205121374,0.8367289911
M2,P1,1.1175233987,0.8362361413
M2,P2,1.1407024556,0.8293536942
M2,M1,1.1263213032,0.8332796298
