Prey / Predator,D,N,P1,P2,M1,M2
D,0.8498981896,0.8356278715,0.8397881045,0.8439620219,0.8360441997,0.8488857192
N,0.8524130046,0.8275111648,0.8483949713,0.8340219018,0.8385236724,0.8442996418
P1,0.8522061479,0.8328954423,0.8428712016,0.8415801251,0.8361199487,0.8535456628
P2,0.8456766222,0.8297151407,0.8417433474,0.8345520796,0.8383643250,0.8418174064
M1,0.8521074030,0.8295658418,0.8456943977,0.8489477931,0.8387021860,0.8609312791
M2,0.8456542542,0.8330634117,0.8420139957,0.8317536081,0.8403947496,0.8387487256
