prey,predator,prey_payoff,predator_payoff
D,D,1.0908555071,0.8561745153
N,N,1.1067507164,0.8289708157
P1,P1,1.1173279613,0.8409017869
N,P1,1.0723970846,0.8381466959
N,P2,1.0955747273,0.8319737264
D,M2,1.0668620289,0.8688486809
N,M2,1.0812548367,0.8347358668
N,M1,1.0858987024,0.8356623144
D,P1,1.0721583655,0.8632703093
D,P2,1.0887842907,0.8602441718
D,M1,1.0812467098,0.8600898947
P1,N,1.1568186667,0.8286336735
P1,D,1.0461486058,0.8616820979
D,N,1.0984575164,0.8565735089
N,D,1.0548494060,0.8419686994
P1,P2,1.1366343397,0.8357796397
P1,M2,1.1153878749,0.8423816901
P1,M1,1.1328483952,0.8361852261
P2,P2,1.1118430715,0.8323797923
P2,D,1.0773202885,0.8418079959
M1,M1,1.1158091738,0.8362340548
P2,N,1.1244117729,0.8283868661
M1,D,1.0336152687,0.8616976189
M1,N,1.1381616613,0.8283375628
P2,M2,1.0748902413,0.8438142696
P2,M1,1.0888137934,0.8395767043
M1,P2,1.1155910157,0.8371412515
M1,P1,1.0797941829,0.8472202826
P2,P1,1.0666469683,0.8464436242
M2,D,1.0906823155,0.8417451973
M2,N,1.1428914245,0.8287065846
M1,M2,1.0731729209,0.8498066368
M2,M2,1.1133322957,0.8370738531
M2,P1,1.0927330897,0.8433800495
M2,P2,1.1292961407,0.8321887612
M2,M1,1.0970250687,0.8422831658
