prey,predator,prey_payoff,predator_payoff
D,D,0.8806543598,1.0385876694
D,P1,0.8565502688,1.0547195923
D,P2,0.8375728348,1.0684426072
D,N,0.8310611756,1.0758262708
D,M1,0.8663276457,1.0494254213
N,N,0.8947016441,1.0250837687
D,M2,0.8216982137,1.0770934733
N,D,0.8992194471,1.0144397468
N,P1,0.8114611986,1.0656588930
N,P2,0.8679025282,1.0373651648
N,M1,0.8504207983,1.0468711706
N,M2,0.8248285415,1.0584940575
P1,D,0.8547563771,1.0500370040
P1,P1,0.8405778242,1.0606206205
P1,N,0.8888179709,1.0404856142
P1,P2,0.7762930817,1.0949923627
P1,M1,0.8741872923,1.0435950116
P1,M2,0.7171218456,1.1256794659
P2,D,0.8473287099,1.0495947627
P2,N,0.8588946933,1.0489748198
P2,P2,0.8587738410,1.0452468499
P2,M1,0.8543423054,1.0476075928
P2,P1,0.8541260857,1.0463872614
P2,M2,0.8315189628,1.0588486862
M1,D,0.8494953571,1.0502056993
M1,N,0.8646648006,1.0487537598
M1,P1,0.8229805480,1.0661991926
M1,P2,0.7264844393,1.1184288013
M1,M1,0.8498623919,1.0528233764
M2,D,0.8525006184,1.0495160683
M1,M2,0.6332674709,1.1677798252
M2,N,0.8832154463,1.0405494763
M2,P1,0.8512389918,1.0519889931
M2,M2,0.8494898320,1.0530407311
M2,P2,0.8834766518,1.0357379264
M2,M1,0.8199621618,1.0702869371
