prey,predator,prey_payoff,predator_payoff
N,N,1.1163471145,0.8261282958
D,D,1.0731042123,0.8617673173
P1,P1,1.1150545259,0.8415561703
N,M2,1.0712394823,0.8398550364
D,M2,0.9872782586,0.9036214308
D,P2,1.0097829700,0.8946079983
P1,D,0.9881308599,0.8797355799
D,P1,1.0930319275,0.8556298506
N,P1,1.0612051022,0.8438268366
N,P2,1.0928045827,0.8341268562
D,M1,1.0995706279,0.8534403840
P1,N,1.1430230780,0.8350492088
N,M1,1.0823860884,0.8382567266
D,N,1.0305264359,0.8883365157
N,D,1.0306350658,0.8516344846
P1,P2,1.0860731142,0.8549179575
P1,M2,1.0779074120,0.8563910679
P1,M1,1.1320536604,0.8362723757
P2,D,1.0750896078,0.8423639800
P2,P2,1.1092168038,0.8332255017
M1,M1,1.1130334988,0.8370504223
P2,N,1.1293611715,0.8271394902
P2,M2,1.0807536398,0.8422120518
M1,N,1.1440328906,0.8267524740
M1,D,0.9763307099,0.8797370598
P2,M1,1.1047992859,0.8341073064
M1,P2,1.0777024704,0.8516314080
M1,P1,1.0851307907,0.8457863783
P2,P1,1.0879723477,0.8393573557
M2,D,1.0882947347,0.8423505406
M2,N,1.1287637484,0.8353465419
M1,M2,1.0491406516,0.8602784878
M2,M2,1.1112340598,0.8377429391
M2,P2,1.1284185931,0.8323871980
M2,P1,1.1093321805,0.8377868152
M2,M1,1.1174642825,0.8354163201
