Prey / Predator,D,N,P1,P2,M1,M2
D,0.8495999696,0.8487287360,0.8407943986,0.8474362741,0.8364248321,0.8532529403
N,0.8387891490,0.8274561275,0.8380742854,0.8299694648,0.8338467685,0.8345187406
P1,0.8570796500,0.8360193615,0.8388068568,0.8506874449,0.8346492622,0.8570375774
P2,0.8396094315,0.8337779973,0.8359089713,0.8307257300,0.8333836297,0.8363541610
M1,0.8570740580,0.8334968908,0.8398967448,0.8522937272,0.8345003959,0.8567339346
M2,0.8395768298,0.8361771102,0.8372212127,0.8307447769,0.8373274341,0.8350600141
