prey,predator,prey_payoff,predator_payoff
D,D,0.8732961203,1.0441335303
D,P2,0.8954688030,1.0370835696
D,P1,0.8571993689,1.0548796357
D,N,0.7201711551,1.1338056718
D,M1,0.8691482102,1.0485531838
N,N,0.8492170700,1.0466961414
D,M2,0.8816026081,1.0445925411
N,D,0.6861365022,1.1306663653
N,P1,0.7521263339,1.0960167023
N,P2,0.8349006685,1.0538285538
N,M1,0.8206376551,1.0615192103
N,M2,0.7652772124,1.0890360935
P1,D,0.8713971347,1.0408539639
P1,P1,0.8571872502,1.0506720981
P1,N,0.8447480753,1.0612445676
P1,P2,0.8362524520,1.0666433159
P1,M1,0.8626039421,1.0490364248
P1,M2,0.8537941641,1.0547194869
P2,D,0.7920425963,1.0785191555
P2,N,0.8340136088,1.0594703268
P2,P2,0.8687912860,1.0389784074
P2,P1,0.7780395128,1.0868914509
P2,M1,0.8253140057,1.0618787704
P2,M2,0.8499662529,1.0482629977
M1,D,0.8657322364,1.0411348608
M1,N,0.8392248742,1.0594618178
M1,P1,0.8450945069,1.0537349145
M1,P2,0.8611881058,1.0480766815
M1,M1,0.8625228831,1.0451624412
M2,D,0.7965992949,1.0785787208
M1,M2,0.7027820370,1.1341811814
M2,N,0.8395512523,1.0612612025
M2,P1,0.8232310628,1.0654908764
M2,P2,0.8698673943,1.0423439461
M2,M2,0.8632736355,1.0445817770
M2,M1,0.6460195613,1.1628469266
