Prey / Predator,D,N,P1,P2,M1,M2
D,1.0441335303,1.1338056718,1.0548796357,1.0370835696,1.0485531838,1.0445925411
N,1.1306663653,1.0466961414,1.0960167023,1.0538285538,1.0615192103,1.0890360935
P1,1.0408539639,1.0612445676,1.0506720981,1.0666433159,1.0490364248,1.0547194869
P2,1.0785191555,1.0594703268,1.0868914509,1.0389784074,1.0618787704,1.0482629977
M1,1.0411348608,1.0594618178,1.0537349145,1.0480766815,1.0451624412,1.1341811814
M2,1.0785787208,1.0612612025,1.0654908764,1.0423439461,1.1628469266,1.0445817770
