prey,predator,prey_payoff,predator_payoff
D,D,0.8602263290,1.0502177973
D,P1,0.8586951785,1.0543595260
D,P2,0.8343902433,1.0709454416
D,N,0.9887027740,0.9907451410
D,M1,0.8704862672,1.0478682796
N,N,0.9655129530,0.9873779814
D,M2,0.8188613587,1.0794068546
N,D,0.7161812061,1.1173835016
N,P1,0.7199995942,1.1136139137
N,M1,0.7710380192,1.0885702676
N,P2,0.7972264463,1.0743974503
N,M2,0.7412051915,1.1023574627
P1,P1,0.8273658968,1.0673601123
P1,D,0.8595022510,1.0463996739
P1,N,0.9836057138,0.9893172777
P1,P2,0.7965377095,1.0857075543
P1,M2,0.6813060987,1.1473945269
P1,M1,0.8666634256,1.0470708836
P2,D,0.8435094887,1.0499642517
P2,N,0.9716521693,0.9881480999
P2,P2,0.8447420597,1.0526476330
P2,M1,0.7790173514,1.0871225382
P2,P1,0.7902470860,1.0798744962
P2,M2,0.8098515998,1.0709233946
M1,D,0.8537449655,1.0467576659
M1,N,0.9776631149,0.9881496739
M1,P1,0.8001094480,1.0787876301
M1,P2,0.6887284908,1.1414826455
M1,M1,0.8351380238,1.0604859165
M2,D,0.8502290558,1.0490466921
M1,M2,0.6165012218,1.1800331790
M2,N,0.9775982693,0.9893137354
M2,P1,0.7779367789,1.0901099510
M2,P2,0.8758968308,1.0393732740
M2,M2,0.8369899913,1.0595088115
M2,M1,0.7443456173,1.1099843417
