prey,predator,prey_payoff,predator_payoff
D,D,0.8497151349,1.0559699944
D,P2,0.8334258828,1.0715110594
D,P1,0.8568849740,1.0553901388
D,N,0.9888622852,0.9906463226
D,M1,0.8692169474,1.0485826596
N,N,0.9655753721,0.9873854166
D,M2,0.8180335789,1.0798876170
N,D,0.7370993738,1.1035288042
N,P1,0.6938087814,1.1276892057
N,P2,0.7823443331,1.0823166675
N,M1,0.7546493027,1.0972927021
N,M2,0.7180225352,1.1148010244
P1,P1,0.8266449782,1.0677047903
P1,D,0.8479382309,1.0526870650
P1,N,0.9834597865,0.9894232662
P1,P2,0.8015196218,1.0833157237
P1,M1,0.8643808873,1.0482262127
P1,M2,0.6841660848,1.1461348407
P2,D,0.8433112291,1.0492975364
P2,N,0.9716521367,0.9881556692
P2,P2,0.8437797799,1.0531453401
P2,M1,0.7613834859,1.0963726888
P2,P1,0.7720827231,1.0894468308
P2,M2,0.8058515973,1.0731160346
M1,D,0.8421649618,1.0530988483
M1,N,0.9776626127,0.9881575088
M1,P1,0.7957558669,1.0811575482
M1,P2,0.6910428488,1.1405423312
M1,M1,0.8340085128,1.0610685020
M2,D,0.8490479354,1.0489356244
M1,M2,0.6201676108,1.1784098942
M2,N,0.9774530746,0.9894193717
M2,P1,0.7604587630,1.0992075640
M2,M2,0.8364493405,1.0597611869
M2,P2,0.8734221200,1.0406589378
M2,M1,0.7258842649,1.1196408240
