prey,predator,prey_payoff,predator_payoff
D,D,0.8779140122,1.0412401846
D,P2,0.8932958708,1.0379159088
D,P1,0.8604948043,1.0527641349
D,N,0.6917315297,1.1485069461
D,M1,0.8718738709,1.0467615618
N,N,0.8662536061,1.0379931523
D,M2,0.8798616063,1.0451524325
N,D,0.6766289002,1.1371183675
N,P1,0.8020043113,1.0700249649
N,P2,0.8595064114,1.0410733740
N,M1,0.8433813537,1.0498864662
N,M2,0.8132729077,1.0640464874
P1,D,0.8754415182,1.0385660367
P1,P1,0.8691524637,1.0445680738
P1,N,0.8674119528,1.0493921453
P1,P2,0.8545089279,1.0565114523
P1,M1,0.8840065378,1.0377336145
P1,M2,0.8606487447,1.0510307565
P2,D,0.8422688200,1.0521439439
P2,N,0.8353242887,1.0589589135
P2,P2,0.8801876302,1.0330538270
P2,M1,0.8531799728,1.0474806702
P2,P1,0.8075940748,1.0712848192
P2,M2,0.8551570798,1.0452417390
M1,D,0.8699719023,1.0387251162
M1,N,0.8405189674,1.0589648382
M1,P1,0.8504835879,1.0506163832
M1,P2,0.8682564186,1.0441789405
M1,M1,0.8745166108,1.0389503965
M2,D,0.8470041451,1.0523104839
M1,M2,0.7525004579,1.1069059522
M2,N,0.8620472796,1.0494228629
M2,P1,0.8509665438,1.0512991775
M2,P2,0.8900858523,1.0316226485
M2,M2,0.8746618442,1.0387503708
M2,M1,0.6882378087,1.1412576961
