prey,predator,prey_payoff,predator_payoff
D,D,1.0970574840,0.8532195482
N,N,1.1253937421,0.8231425700
P1,P1,1.1240768460,0.8387026084
D,M2,1.0910648783,0.8619377965
N,M2,1.0866023364,0.8341566720
N,P1,1.0775696513,0.8377426729
P1,N,1.1477491841,0.8340689506
P1,D,1.0301394047,0.8681289678
D,P2,1.1062500454,0.8556888366
N,P2,1.1053281751,0.8291105207
D,M1,1.1419875545,0.8373116794
N,M1,1.0957822601,0.8328751180
D,P1,1.1343654182,0.8403464712
D,N,1.0568026875,0.8790824739
N,D,1.0670366960,0.8371508650
P1,P2,1.0050328830,0.8872004311
P1,M1,1.1384473158,0.8342585710
P2,P2,1.1171586269,0.8306746160
P1,M2,0.9848467805,0.8936049286
P2,D,1.0834539946,0.8397972188
M1,M1,1.1212041098,0.8344305147
P2,N,1.1076763799,0.8370590741
M1,D,1.0178419441,0.8681304243
M1,N,1.1215029595,0.8368921169
P2,M1,1.1191352694,0.8289422366
P2,M2,1.0996799969,0.8360787013
M1,P1,1.1041209745,0.8396745404
M1,P2,0.9857561988,0.8889479129
P2,P1,1.1102392190,0.8316967600
M2,D,1.0967634813,0.8397870758
M2,N,1.1338684333,0.8342106822
M1,M2,0.9745167838,0.8912008591
M2,M2,1.1199831735,0.8349761626
M2,P1,1.1238675895,0.8327080646
M2,P2,1.1346532727,0.8304089968
M2,M1,1.1289041331,0.8311853695
