Prey / Predator,D,N,P1,P2,M1,M2
D,0.8477388612,0.8502325333,0.8366462691,0.8452317371,0.8327972375,0.8498345708
N,0.8272930382,0.8115353488,0.8341421861,0.8244089308,0.8282914886,0.8303293580
P1,0.8516043849,0.8219616081,0.8370771494,0.8831986243,0.8320393490,0.8958472673
P2,0.8369692513,0.8228948183,0.8212574385,0.8288592251,0.8204742961,0.8337286853
M1,0.8516393733,0.8227737898,0.8374946777,0.8915202331,0.8327256391,0.9067192596
M2,0.8369664601,0.8220190339,0.8243113211,0.8280841488,0.8239657144,0.8332251679
