prey,predator,prey_payoff,predator_payoff
D,D,1.1090485246,0.8498313060
N,N,1.1418916991,0.8171337823
P1,P1,1.1295588496,0.8376808922
D,M2,1.1183138172,0.8516690774
N,M2,1.0924356564,0.8328701610
D,M1,1.1565643181,0.8330722528
D,P2,1.1303219529,0.8468895424
N,P1,1.0834739254,0.8365254873
D,P1,1.1460944489,0.8375350724
P1,N,1.1642657703,0.8293282679
N,P2,1.1139260510,0.8263396386
P1,D,1.0788042856,0.8523145050
N,M1,1.1045615292,0.8301177579
N,D,1.0841349049,0.8312614831
D,N,1.1243724990,0.8543558891
P1,P2,1.0244970745,0.8808750723
P1,M2,0.9893460448,0.8934376076
P1,M1,1.1446172848,0.8327852590
P2,P2,1.1226407541,0.8294962935
P2,D,1.0864884739,0.8395041259
M1,M1,1.1265008299,0.8334053818
P2,N,1.1317980262,0.8292038346
M1,D,1.0658015210,0.8523570462
P2,M2,1.1076714986,0.8342586182
M1,P1,1.1118755743,0.8380181532
P2,M1,1.1331138244,0.8242756189
M1,N,1.1460906186,0.8289391843
M1,P2,0.9891281557,0.8891020581
M2,D,1.0997648329,0.8395181166
M2,N,1.1500147458,0.8295447887
P2,P1,1.1276189540,0.8257847144
M1,M2,0.9488306171,0.9033642027
M2,M2,1.1256611019,0.8337960060
M2,P1,1.1379592292,0.8281021578
M2,P2,1.1410332015,0.8287588137
M2,M1,1.1418287679,0.8271238114
