prey,predator,prey_payoff,predator_payoff
D,D,1.0910687374,0.8547432476
N,N,1.1487809508,0.8133674129
P1,P1,1.1259428460,0.8385615918
P1,D,1.0207778836,0.8736904446
N,M2,1.1050714215,0.8287625650
N,P1,1.0953932247,0.8328563046
N,P2,1.1180069639,0.8253718095
D,M2,1.1040778875,0.8564453196
D,P1,1.1322461638,0.8422005805
N,M1,1.1080763114,0.8295335991
P1,N,1.1852854209,0.8207434423
D,M1,1.1424218768,0.8377780430
D,P2,1.1152139639,0.8519877842
D,N,1.1430310386,0.8488447288
N,D,1.0524918673,0.8462619501
P1,P2,0.9384987898,0.9134237125
P1,M1,1.1408176359,0.8338133662
P2,P2,1.1188014011,0.8305069614
P1,M2,0.8975957385,0.9283431803
P2,D,1.0955732741,0.8370784295
M1,M1,1.1229953788,0.8342176618
P2,N,1.1482948762,0.8233881427
M1,P1,1.1077708455,0.8390171560
M1,D,1.0086361343,0.8736970643
P2,M2,1.1034105796,0.8353773564
P2,M1,1.1508687467,0.8178874391
M1,N,1.1625746265,0.8232412085
M2,D,1.1089855342,0.8370772363
M1,P2,0.8973523780,0.9244182083
M1,M2,0.8463106716,0.9433312710
P2,P1,1.1487161965,0.8179843295
M2,N,1.1711213991,0.8207898024
M2,M2,1.1217139447,0.8348679105
M2,P2,1.1367287743,0.8300610654
M2,P1,1.1561517381,0.8216399796
M2,M1,1.1575100001,0.8218660192
