Prey / Predator,D,N,P1,P2,M1,M2
D,0.8547432476,0.8488447288,0.8422005805,0.8519877842,0.8377780430,0.8564453196
N,0.8462619501,0.8133674129,0.8328563046,0.8253718095,0.8295335991,0.8287625650
P1,0.8736904446,0.8207434423,0.8385615918,0.9134237125,0.8338133662,0.9283431803
P2,0.8370784295,0.8233881427,0.8179843295,0.8305069614,0.8178874391,0.8353773564
M1,0.8736970643,0.8232412085,0.8390171560,0.9244182083,0.8342176618,0.9433312710
M2,0.8370772363,0.8207898024,0.8216399796,0.8300610654,0.8218660192,0.8348679105
