Prey / Predator,D,N,P1,P2,M1,M2
D,1.1076561083,1.1749531627,1.1440619471,1.1394232988,1.1533966114,1.1270689181
N,1.0306811419,1.1260304100,1.0531273965,1.0965521951,1.0850512132,1.0630110401
P1,1.0787029599,1.1631120930,1.1172890827,1.1281498542,1.1381683449,1.0959409583
P2,1.0638365730,1.1381999098,1.0869989554,1.1113186134,1.0994769827,1.0903957657
M1,1.0662557258,1.1522436776,1.0940682333,1.0944798009,1.1143062578,1.0639330839
M2,1.0764395876,1.1490734785,1.1038298025,1.1358561358,1.1123030708,1.1142869333
