Prey / Predator,D,N,P1,P2,M1,M2
D,1.1325431587,1.0780884225,1.0628118590,1.1043418946,1.0729088076,1.0870119392
N,1.0601374888,1.1065546239,1.0772523540,1.0960524704,1.0862771104,1.0861018730
P1,1.0736078300,1.1508344451,1.1174782970,1.1416475973,1.1303984103,1.1223679541
P2,1.0795096644,1.1182121484,1.0591228255,1.1121053077,1.0829368471,1.0703383209
M1,1.0607004638,1.1324839094,1.0753192665,1.1227069797,1.1160642004,1.0752711917
M2,1.0929750825,1.1370084977,1.0867301986,1.1270050106,1.0864002726,1.1134743613
