Prey / Predator,D,N,P1,P2,M1,M2
D,1.1089503627,1.1638169304,1.1406858316,1.1378997699,1.1500391719,1.1254881018
N,1.0356603960,1.1167749824,1.0518434567,1.0929561192,1.0813710584,1.0622440881
P1,1.0848917255,1.1531859054,1.1159211450,1.1247765762,1.1349548399,1.0922821277
P2,1.0702350486,1.1282097283,1.0854335050,1.1099527602,1.0957702649,1.0892499985
M1,1.0721518968,1.1422039425,1.0927820499,1.0909739761,1.1129109392,1.0576390413
M2,1.0833974033,1.1391855159,1.1001441300,1.1324774114,1.1050122925,1.1129247916
