prey,predator,prey_payoff,predator_payoff
D,D,0.8778477872,1.0405498836
D,P1,0.8544576579,1.0557769454
D,P2,0.8442529715,1.0648167023
D,N,0.7581063923,1.1129729093
D,M1,0.8646002141,1.0502955419
N,N,0.8514905035,1.0475166941
D,M2,0.8285918990,1.0733003325
N,D,0.7775124131,1.0817272112
N,P1,0.7820267413,1.0807721968
N,P2,0.8413608673,1.0510815142
N,M1,0.8227179541,1.0611526878
N,M2,0.7952906974,1.0737537198
P1,D,0.8728454817,1.0399478524
P1,P1,0.8370554658,1.0623218926
P1,N,0.8585103005,1.0552355336
P1,P2,0.8075984766,1.0792778693
P1,M1,0.8747040313,1.0429326194
P1,M2,0.7550918223,1.1063288852
P2,D,0.8567813879,1.0442565445
P2,N,0.8217642443,1.0672631006
P2,P2,0.8551145824,1.0470566138
P2,M1,0.8264005490,1.0619994343
P2,P1,0.8301249763,1.0586362132
P2,M2,0.8253024944,1.0620219753
M1,D,0.8672310275,1.0402107622
M1,N,0.8268801679,1.0672656326
M1,P1,0.8173962196,1.0689894274
M1,P2,0.7639478809,1.0992194119
M1,M1,0.8462651955,1.0545791428
M2,D,0.8623224316,1.0440184259
M1,M2,0.6211703201,1.1760465409
M2,N,0.8531577019,1.0552828471
M2,P1,0.8234869187,1.0661551121
M2,P2,0.8848353074,1.0345967507
M2,M2,0.8459368427,1.0547771943
M2,M1,0.7539443424,1.1053927473
