prey,predator,prey_payoff,predator_payoff
N,N,1.1180095936,0.8262586008
D,D,1.1102219475,0.8492504855
P1,P1,1.1264823778,0.8381525281
D,M2,1.1167249240,0.8517783723
N,M2,1.0835360724,0.8352155874
P1,D,1.0675794562,0.8567020196
D,M1,1.1533769940,0.8334791539
D,P1,1.1431001651,0.8378190309
N,M1,1.0940401253,0.8330845976
N,P1,1.0744966104,0.8387558606
P1,N,1.1463049131,0.8346914386
N,P2,1.1039633982,0.8292539824
D,P2,1.1300858718,0.8464300167
N,D,1.0675437467,0.8382387802
D,N,1.1123008254,0.8559850821
P1,P2,1.0794528439,0.8588200070
P1,M2,1.0520606814,0.8683087145
P1,M1,1.1406909909,0.8335828717
P2,P2,1.1194664808,0.8301268040
M1,M1,1.1234390427,0.8339344217
P2,D,1.0846683696,0.8393157622
P2,N,1.1148362606,0.8341784025
P2,M2,1.1031107818,0.8353018444
M1,D,1.0549682420,0.8566435872
M1,P2,1.0519515294,0.8635900861
M1,N,1.1287568714,0.8340017296
P2,M1,1.1128211282,0.8311316635
M1,P1,1.1076238221,0.8388841721
M2,D,1.0980376101,0.8392945390
P2,P1,1.1053572152,0.8335482941
M2,N,1.1323753995,0.8348602071
M1,M2,1.0258374719,0.8720715970
M2,M2,1.1224500020,0.8343800452
M2,P1,1.1172600293,0.8350014901
M2,P2,1.1370718507,0.8296415080
M2,M1,1.1194716606,0.8342183414
