prey,predator,prey_payoff,predator_payoff
D,D,0.8641279072,1.0461804843
D,P1,0.8383386196,1.0616573462
D,P2,0.8594600840,1.0538479942
D,N,0.6983286725,1.1436637117
D,M1,0.8546452228,1.0527987281
N,N,0.8382805417,1.0527531547
D,M2,0.8491754018,1.0590138096
N,D,0.8133873464,1.0625567490
N,P1,0.8136255477,1.0637988063
N,P2,0.8422869521,1.0502837834
N,M1,0.8303610852,1.0565492595
N,M2,0.8262751560,1.0570797506
P1,D,0.8958600907,1.0273706716
P1,P1,0.9418034165,1.0070988243
P1,N,0.9742103640,0.9933798833
P1,P2,0.9294854270,1.0145540564
P1,M1,0.9352807055,1.0118224268
P1,M2,0.9329980787,1.0115843843
P2,D,0.8670689319,1.0393909708
P2,N,0.9427843338,1.0007035977
P2,P2,0.9509240606,0.9957849084
P2,P1,0.8371241767,1.0537968547
P2,M1,0.9246490111,1.0112009241
P2,M2,0.9058705690,1.0166028866
M1,D,0.8906055549,1.0273708232
M1,P1,0.9048889424,1.0202137591
M1,N,0.9486619825,1.0006667620
M1,P2,0.9373701787,1.0060755953
M1,M1,0.9483430358,1.0003212700
M2,D,0.8722317805,1.0393795152
M1,M2,0.9381787379,1.0031075552
M2,N,0.9676184393,0.9937589748
M2,P1,0.9205564243,1.0164150650
M2,P2,0.9386834613,1.0069253105
M2,M2,0.9443643220,1.0025497046
M2,M1,0.9281656860,1.0131074006
