prey,predator,prey_payoff,predator_payoff
D,D,0.8760957864,1.0398713219
D,P2,0.8307721941,1.0711386340
D,P1,0.8454869644,1.0600388901
D,N,0.8176879896,1.0830990712
D,M1,0.8553545585,1.0546940713
N,N,0.8882453035,1.0269598566
D,M2,0.8152306929,1.0796078648
N,D,0.8226234470,1.0565461123
N,P1,0.8345011203,1.0538508983
N,P2,0.8609979401,1.0411384505
N,M1,0.8467204028,1.0488877378
N,M2,0.8487083518,1.0461253383
P1,P1,0.8406049592,1.0603279434
P1,D,0.8328041682,1.0593351858
P1,N,0.9125533723,1.0268642366
P1,P2,0.6930885153,1.1382202503
P1,M1,0.8592366826,1.0514497080
P1,M2,0.6532331437,1.1582582012
P2,D,0.8905265481,1.0249476818
P2,N,0.8849767070,1.0344818173
P2,P2,0.8581356942,1.0453616204
P2,P1,0.8669190637,1.0402695361
P2,M1,0.8838353420,1.0323796292
P2,M2,0.8337372224,1.0569676090
M1,D,0.8279543606,1.0593346131
M1,N,0.8906556555,1.0343879186
M1,P1,0.8256165202,1.0641130909
M1,P2,0.6625157872,1.1512998103
M1,M1,0.8496839328,1.0526897266
M2,D,0.8958736306,1.0249538588
M1,M2,0.5939990734,1.1870680852
M2,N,0.9069059948,1.0268830552
M2,P1,0.8765912411,1.0391869192
M2,P2,0.8678445524,1.0440376386
M2,M2,0.8490278940,1.0530135668
M2,M1,0.8808895072,1.0376949126
