prey,predator,prey_payoff,predator_payoff
N,N,1.1484203558,0.8155492896
D,D,1.1212126103,0.8467865672
P1,P1,1.1271208681,0.8395108906
N,M2,1.0772308867,0.8394683636
D,M2,1.1339051648,0.8468737727
P1,N,1.1830385382,0.8223753690
N,P2,1.1080807130,0.8288597163
D,P2,1.1463209529,0.8418119740
D,M1,1.1642898506,0.8312038454
P1,D,1.0925510785,0.8513123004
D,P1,1.1555397500,0.8347342436
N,P1,1.0678651805,0.8432585096
N,M1,1.0977034902,0.8330175548
N,D,1.0556238705,0.8445255831
D,N,1.1855391483,0.8293665798
P1,P2,1.1166928198,0.8459289161
P1,M2,1.0850886240,0.8576894779
P1,M1,1.1453415408,0.8330374001
P2,D,1.0863333759,0.8400767802
P2,P2,1.1205121533,0.8312117729
M1,M1,1.1240723307,0.8352461554
P2,N,1.1553576090,0.8202786587
P2,M2,1.1029175679,0.8373623069
M1,N,1.1695051973,0.8202313224
M1,D,1.0796991701,0.8512373207
P2,M1,1.1211750839,0.8292693359
M1,P1,1.1070183082,0.8411407916
M1,P2,1.0836964585,0.8531373873
M2,D,1.0995181030,0.8401205912
M2,N,1.1689053408,0.8224199183
P2,P1,1.1128610780,0.8318828036
M1,M2,1.0544342925,0.8636086323
M2,M2,1.1235401938,0.8354906503
M2,P1,1.1260913679,0.8328931621
M2,P2,1.1424038654,0.8287098759
M2,M1,1.1323142537,0.8310198201
