Prey / Predator,D,N,P1,P2,M1,M2
D,0.9988725850,0.9915200777,0.9968261554,0.9987490509,0.9958630013,0.9988502122
N,0.8983677767,0.9936094237,0.9991496616,0.9759690031,0.9817555454,0.9981966645
P1,0.9108241227,0.9911143306,0.9988223262,0.9889587835,0.9980562447,0.9953730279
P2,0.9932151109,0.9914598831,0.9876065133,0.9980844513,0.9569228500,0.9988054585
M1,0.9473162699,0.9876270687,0.9990344572,0.9957621270,0.9988982654,0.9774646823
M2,0.9914521942,0.9937053450,0.9689876947,0.9969385633,0.7937599329,0.9980237091
