prey,predator,prey_payoff,predator_payoff
D,D,0.8709835011,1.0427976087
D,P2,0.8565360469,1.0560178686
D,P1,0.8284962594,1.0680980999
D,N,0.5890418221,1.2013476952
D,M1,0.8404944071,1.0617323388
D,M2,0.8424901550,1.0635077248
N,N,0.8681848124,1.0373978174
N,D,0.8386983386,1.0474800742
N,P1,0.8636953471,1.0367082825
N,M1,0.8771999976,1.0312192767
N,P2,0.8887128824,1.0251518687
N,M2,0.8723701051,1.0321670906
P1,P1,0.8905692220,1.0345546409
P1,D,0.8773953219,1.0371115278
P1,N,0.8878254048,1.0396226704
P1,P2,0.8274782229,1.0690010609
P1,M1,0.9033856393,1.0285986052
P1,M2,0.8192536088,1.0726344233
P2,D,0.8573638525,1.0444547801
P2,N,0.8088127682,1.0743537691
P2,P2,0.9046669594,1.0208981717
P2,M1,0.9037718636,1.0218216801
P2,P1,0.8309997681,1.0580861437
P2,M2,0.8730189090,1.0351481586
M1,D,0.8722442321,1.0371271986
M1,N,0.8135676497,1.0745474865
M1,P1,0.8695429174,1.0400222628
M1,P2,0.8269807374,1.0656833571
M1,M1,0.8994657391,1.0266896989
M2,D,0.8624884643,1.0444305678
M1,M2,0.8256536291,1.0652756773
M2,N,0.8822551125,1.0396874376
M2,P1,0.8986961042,1.0275343867
M2,P2,0.9100125481,1.0220389848
M2,M2,0.8955924159,1.0288487261
M2,M1,0.8959851267,1.0298703292
