prey,predator,prey_payoff,predator_payoff
D,D,0.8708764273,1.0424798435
D,P2,0.8429121790,1.0635477598
D,P1,0.8182541366,1.0736462248
D,N,0.5788355582,1.2065614217
D,M1,0.8293810551,1.0677711741
N,N,0.8670001556,1.0382046491
D,M2,0.8280264041,1.0715523330
N,D,0.8175235074,1.0597309781
N,P1,0.8287025911,1.0564638415
N,P2,0.8575720200,1.0427196731
N,M1,0.8447584444,1.0496011851
N,M2,0.8417644583,1.0494202629
P1,D,0.8500993553,1.0508891549
P1,P1,0.8619254262,1.0493951485
P1,N,0.8730466917,1.0471043772
P1,P2,0.7450774788,1.1116971864
P1,M1,0.8766472000,1.0424642027
P1,M2,0.7204084381,1.1242546808
P2,D,0.8604259759,1.0424235495
P2,N,0.7748459304,1.0924234630
P2,P2,0.8781132607,1.0348962334
P2,P1,0.8411959335,1.0524772597
P2,M1,0.8894871063,1.0293178194
P2,M2,0.8442703727,1.0506401120
M1,D,0.8451576463,1.0508891707
M1,N,0.7794053963,1.0925855725
M1,P1,0.8382344613,1.0567739981
M1,P2,0.7280912919,1.1178381048
M1,M1,0.8707378355,1.0417642367
M2,D,0.8655377501,1.0424196076
M1,M2,0.7375234618,1.1134368720
M2,N,0.8676679580,1.0471212302
M2,P1,0.8827548731,1.0358752087
M2,P2,0.8843996585,1.0354134122
M2,M2,0.8692321727,1.0425575341
M2,M1,0.8872958882,1.0343342062
