prey,predator,prey_payoff,predator_payoff
D,D,0.8606366822,1.0506099931
D,P1,0.8538659284,1.0563831393
D,P2,0.8530207491,1.0602869738
D,N,0.6979024777,1.1445367890
D,M1,0.8641499050,1.0508230436
N,N,0.8242790090,1.0607992358
D,M2,0.8379706727,1.0683871634
N,D,0.7168912392,1.1135729173
N,P1,0.6954914252,1.1258008401
N,P2,0.8010276597,1.0713575855
N,M1,0.7848216807,1.0798859544
N,M2,0.7135543229,1.1162689424
P1,D,0.8643399794,1.0441612060
P1,P1,0.8282541060,1.0665454421
P1,N,0.8086412964,1.0810671031
P1,P2,0.8167648572,1.0757022032
P1,M1,0.8585287029,1.0508462998
P1,M2,0.7922698397,1.0874438384
P2,D,0.7945373170,1.0765971198
P2,N,0.8005726359,1.0778496525
P2,P2,0.8454296698,1.0518872189
P2,M1,0.7899769259,1.0798363959
P2,P1,0.7263504011,1.1140250830
P2,M2,0.8159950447,1.0669288228
M1,D,0.8587580799,1.0444093423
M1,N,0.8056580706,1.0778144207
M1,P1,0.8092362284,1.0732278958
M1,P2,0.7977184203,1.0822369791
M1,M1,0.8374492446,1.0588805001
M2,D,0.7982046599,1.0771670422
M1,M2,0.6171659935,1.1795344997
M2,N,0.8036403483,1.0810816593
M2,P1,0.7852592571,1.0848892894
M2,P2,0.8685854020,1.0426174625
M2,M2,0.8362805944,1.0595204153
M2,M1,0.6543889533,1.1573865377
