prey,predator,prey_payoff,predator_payoff
D,D,0.8797250105,1.0383288982
D,P2,0.8303845843,1.0720364606
D,P1,0.8562303879,1.0551133611
D,N,0.9864583725,0.9920542459
D,M1,0.8669401871,1.0492176995
N,N,0.9137884517,1.0137335899
D,M2,0.8147872982,1.0805685895
N,D,0.8744265656,1.0264281777
N,P1,0.8343491421,1.0540301174
N,P2,0.8687481421,1.0371219306
N,M1,0.8545431281,1.0448287299
N,M2,0.8485285262,1.0463144072
P1,P1,0.8398441734,1.0608843674
P1,D,0.8274097403,1.0629977750
P1,N,0.9678256002,0.9970075398
P1,P2,0.7023511747,1.1335078630
P1,M1,0.8613210288,1.0504593562
P1,M2,0.6517191868,1.1594038762
P2,D,0.8899137995,1.0249559824
P2,N,0.9673862845,0.9901902976
P2,P2,0.8577063055,1.0457438646
P2,M1,0.8872908659,1.0304800253
P2,P1,0.8871973884,1.0297510584
P2,M2,0.8375153350,1.0555233649
M1,D,0.8225994044,1.0630018824
M1,N,0.9733830308,0.9901837417
M1,P1,0.8290053956,1.0628635490
M1,P2,0.6619107176,1.1519446076
M1,M1,0.8490220381,1.0531872942
M2,D,0.8953326277,1.0249250777
M1,M2,0.6227015523,1.1713640560
M2,N,0.9618997217,0.9970151423
M2,P1,0.8812930891,1.0366241732
M2,M2,0.8485039152,1.0534536051
M2,P2,0.8701521330,1.0429202348
M2,M1,0.8786349340,1.0388907249
