Prey / Predator,D,N,P1,P2,M1,M2
D,1.0383288982,0.9920542459,1.0551133611,1.0720364606,1.0492176995,1.0805685895
N,1.0264281777,1.0137335899,1.0540301174,1.0371219306,1.0448287299,1.0463144072
P1,1.0629977750,0.9970075398,1.0608843674,1.1335078630,1.0504593562,1.1594038762
P2,1.0249559824,0.9901902976,1.0297510584,1.0457438646,1.0304800253,1.0555233649
M1,1.0630018824,0.9901837417,1.0628635490,1.1519446076,1.0531872942,1.1713640560
M2,1.0249250777,0.9970151423,1.0366241732,1.0429202348,1.0388907249,1.0534536051
