prey,predator,prey_payoff,predator_payoff
D,D,1.0885487390,0.8558059689
N,N,1.1208367749,0.8246064158
P1,P1,1.1192088267,0.8401624387
N,M2,1.0809379003,0.8361110905
D,M2,1.0542447044,0.8767338270
P1,D,1.0066976431,0.8745643672
D,P2,1.0727995542,0.8690082655
N,P2,1.0998416263,0.8312305317
N,P1,1.0715622265,0.8398175419
D,M1,1.1228617604,0.8444315423
N,M1,1.0899653942,0.8351267552
D,P1,1.1162040565,0.8468635113
P1,N,1.1406949118,0.8364095950
D,N,1.0394955274,0.8854559480
N,D,1.0521097546,0.8427800791
P1,P2,1.0325244211,0.8760502462
P1,M2,1.0310518902,0.8748852783
P2,P2,1.1127773944,0.8320175785
P1,M1,1.1344726968,0.8354623465
P2,D,1.0803226781,0.8406700944
M1,M1,1.1167242017,0.8357880198
P2,N,1.1109769538,0.8351482405
P2,M2,1.0904636894,0.8390600019
M1,D,0.9946672602,0.8745680623
M1,N,1.1256547465,0.8346650694
M1,P1,1.0947664356,0.8426839877
P2,M1,1.1121803940,0.8314193759
M1,P2,1.0316014853,0.8701275919
M2,D,1.0936050015,0.8406535355
P2,P1,1.1002736834,0.8350928272
M2,N,1.1269366363,0.8365163061
M1,M2,1.0345557107,0.8663100265
M2,M2,1.1152388943,0.8364111203
M2,P2,1.1307320670,0.8316221355
M2,P1,1.1168547504,0.8351284196
M2,M1,1.1228228866,0.8334070851
