Prey / Predator,D,N,P1,P2,M1,M2
D,1.1136602403,1.1412117576,1.1113545579,1.1349573063,1.1222036695,1.1201322659
N,1.0582783811,1.1045760448,1.0790613219,1.0872609862,1.0757373955,1.0880165138
P1,1.0864464667,1.1398773728,1.1139734403,1.1295413784,1.1141224668,1.1199573513
P2,1.0825700848,1.1203341638,1.0857325271,1.1080758323,1.0875881298,1.0900915725
M1,1.0733121155,1.1342691924,1.0947878547,1.1194686474,1.1117325810,1.0883375807
M2,1.0960262187,1.1259797673,1.0914926542,1.1114328455,1.0726903396,1.1102925531
