Prey / Predator,D,N,P1,P2,M1,M2
D,0.8388522027,0.8634516437,0.8663856934,0.8524774379,0.8628552652,0.8586758536
N,0.8404363255,0.8284006296,0.8361120500,0.8314766282,0.8351886844,0.8326640485
P1,0.8538623973,0.8306277019,0.8408698134,0.8339178368,0.8370995094,0.8396794727
P2,0.8412123112,0.8303414568,0.8489569938,0.8322984584,0.8416401594,0.8451975555
M1,0.8539005371,0.8300041645,0.8485618628,0.8343485599,0.8361825493,0.8484210574
M2,0.8411208965,0.8307232144,0.8454334794,0.8330275448,0.8459514198,0.8370204923
