prey,predator,prey_payoff,predator_payoff
D,D,0.8803410011,1.0387712151
D,P2,0.8348977644,1.0702484943
D,P1,0.8617016487,1.0524937229
D,N,0.9876529454,0.9913678092
D,M1,0.8722153475,1.0467307429
N,N,0.9572994951,0.9913205753
D,M2,0.8191385141,1.0788652891
N,D,0.9114762673,1.0068379598
N,P1,0.8058619209,1.0686845737
N,P2,0.8693410299,1.0366018669
N,M1,0.8514452867,1.0463346601
N,M2,0.8198561254,1.0611912983
P1,D,0.8463733669,1.0544507219
P1,P1,0.8357533128,1.0631625234
P1,N,0.9811614904,0.9903756260
P1,P2,0.7636236004,1.1017741181
P1,M1,0.8705516947,1.0455222619
P1,M2,0.6795134164,1.1462975099
P2,D,0.8430864846,1.0516771299
P2,N,0.9707075721,0.9885750767
P2,P2,0.8540416339,1.0478074882
P2,P1,0.8629295255,1.0419525817
P2,M1,0.8568211835,1.0463256824
P2,M2,0.8287023681,1.0605959393
M1,D,0.8411842201,1.0546096272
M1,N,0.9767158390,0.9885745235
M1,P1,0.8198115787,1.0680881959
M1,P2,0.6888847349,1.1392190611
M1,M1,0.8449843026,1.0554186984
M2,D,0.8481836181,1.0516301024
M1,M2,0.6338000509,1.1677638750
M2,N,0.9751680669,0.9903748734
M2,P1,0.8542371702,1.0504419262
M2,P2,0.8797993368,1.0377279421
M2,M2,0.8448024212,1.0555542321
M2,M1,0.8330260051,1.0632088841
