prey,predator,prey_payoff,predator_payoff
N,N,1.1095821368,0.8284711974
D,D,1.0731518552,0.8628324349
P1,P1,1.1162802484,0.8412157565
D,M2,1.0141515812,0.8921309067
N,M2,1.0757955608,0.8373557137
N,P2,1.0941388357,0.8330274194
D,P1,1.0850064179,0.8583949232
P1,D,1.0151721210,0.8710839824
D,P2,1.0384614765,0.8824292892
N,P1,1.0664865934,0.8409676842
N,M1,1.0841925488,0.8368833318
D,M1,1.0921632682,0.8560386651
P1,N,1.1539420783,0.8301297300
D,N,1.0620363470,0.8738575391
N,D,1.0456117260,0.8453574417
P1,P2,1.1244073625,0.8402702153
P1,M1,1.1331462880,0.8359914599
P1,M2,1.1032807844,0.8469452419
P2,P2,1.1106716244,0.8327641469
M1,M1,1.1145609723,0.8366075493
P2,D,1.0757550418,0.8422024260
M1,D,1.0030436524,0.8710847689
P2,N,1.1309212003,0.8261257987
P2,M2,1.0782703300,0.8428669219
M1,P2,1.1032587714,0.8418821057
M1,N,1.1446670918,0.8261374806
M1,P1,1.0829448051,0.8463508633
P2,M1,1.0958805702,0.8371857808
M2,D,1.0890262997,0.8421668993
M2,N,1.1392233151,0.8305638990
P2,P1,1.0762416287,0.8432850817
M1,M2,1.0658712321,0.8532109552
M2,M2,1.1123802148,0.8373886166
M2,P2,1.1295416442,0.8320490187
M2,P1,1.1000225104,0.8409595715
M2,M1,1.1071258599,0.8389149398
