prey,predator,prey_payoff,predator_payoff
D,D,1.1181553418,0.8468242143
N,N,1.1462495400,0.8156844458
P1,P1,1.1307310763,0.8376383092
D,P1,1.1519527658,0.8356338507
D,P2,1.1401019417,0.8433533420
N,P2,1.1148115401,0.8261199258
N,M2,1.0908698938,0.8337437113
D,M2,1.1286600583,0.8479181904
N,M1,1.1053548414,0.8299375971
N,P1,1.0818850143,0.8374169190
P1,D,1.0947750580,0.8476444388
D,M1,1.1613033411,0.8317476128
P1,N,1.1717532749,0.8266987112
D,N,1.1417832527,0.8480980401
N,D,1.0836077293,0.8319507637
P1,P2,1.0605626711,0.8672689204
P1,M1,1.1464648383,0.8323719416
P1,M2,1.0269663890,0.8793923013
P2,D,1.0891858582,0.8386488457
P2,P2,1.1239107096,0.8293730553
M1,M1,1.1276903381,0.8333392961
P2,N,1.1404287595,0.8262217809
M1,D,1.0815020667,0.8477217221
P2,M1,1.1339338390,0.8241156492
P2,M2,1.1085767119,0.8344077978
M1,N,1.1546324830,0.8260564483
M1,P1,1.1126979596,0.8382213612
M1,P2,1.0263873254,0.8749121195
P2,P1,1.1287923625,0.8254746600
M2,D,1.1025007049,0.8386583399
M2,N,1.1576004958,0.8268199025
M1,M2,0.9886746113,0.8884244815
M2,M2,1.1269252559,0.8336903671
M2,P1,1.1387149206,0.8279696791
M2,P2,1.1430203141,0.8282580711
M2,M1,1.1421651598,0.8271994600
