prey,predator,prey_payoff,predator_payoff
D,D,0.8692188724,1.0433359300
D,P2,0.8454849884,1.0618902869
D,P1,0.8079528534,1.0793385111
D,N,0.5655533365,1.2134367270
D,M1,0.8235682649,1.0708673553
D,M2,0.8308863955,1.0697047958
N,N,0.8606457669,1.0415525290
N,D,0.8161937698,1.0605791580
N,P1,0.8267415522,1.0573491674
N,P2,0.8559694488,1.0434667414
N,M1,0.8435285702,1.0501191339
N,M2,0.8395388655,1.0504697106
P1,D,0.8578538598,1.0469069494
P1,P1,0.8735923104,1.0433564230
P1,N,0.8741946350,1.0465470588
P1,P2,0.7785914626,1.0942513359
P1,M1,0.8863861529,1.0373992538
P1,M2,0.7708466407,1.0975875504
P2,D,0.8572561276,1.0443704868
P2,N,0.7783052411,1.0908750023
P2,P2,0.8888459940,1.0292475703
P2,M1,0.8965153604,1.0256521702
P2,P1,0.8417939257,1.0519116680
P2,M2,0.8544636623,1.0450036301
M1,D,0.8528582424,1.0469081412
M1,N,0.7829142360,1.0910374782
M1,P1,0.8498123421,1.0504309638
M1,P2,0.7779368781,1.0912355909
M1,M1,0.8823996078,1.0356523103
M2,D,0.8623462828,1.0443635914
M1,M2,0.8070488738,1.0755681586
M2,N,0.8687824088,1.0465767996
M2,P1,0.8898972079,1.0322039925
M2,P2,0.8934912575,1.0306592209
M2,M2,0.8799744897,1.0369761229
M2,M1,0.8934372361,1.0311123308
