prey,predator,prey_payoff,predator_payoff
D,D,0.8676949760,1.0441394850
D,P2,0.8482288081,1.0601823150
D,P1,0.8170278874,1.0740221576
D,N,0.5809272933,1.2054826152
D,M1,0.8301025126,1.0670549386
N,N,0.8559498511,1.0439429928
D,M2,0.8339646505,1.0677792657
N,D,0.8151117793,1.0612869710
N,P1,0.8240662854,1.0586318351
N,M1,0.8412515799,1.0511958138
N,P2,0.8534607464,1.0446956357
N,M2,0.8367343799,1.0518418479
P1,D,0.8667553735,1.0422862112
P1,P1,0.8873922595,1.0361848795
P1,N,0.8828269330,1.0421863952
P1,P2,0.8134317133,1.0762667513
P1,M1,0.8982078021,1.0312224989
P1,M2,0.8112050573,1.0768226451
P2,D,0.8583981640,1.0438642153
P2,N,0.8061622709,1.0760143803
P2,P2,0.9017197178,1.0224246199
P2,P1,0.8338812851,1.0562676496
P2,M1,0.9032266098,1.0222246601
P2,M2,0.8675165091,1.0378302027
M1,D,0.8616954202,1.0422885416
M1,N,0.8108427787,1.0762418067
M1,P1,0.8640903875,1.0426555675
M1,P2,0.8196058662,1.0694908254
M1,M1,0.8965353273,1.0281904207
M2,D,0.8634987062,1.0438557694
M1,M2,0.8603490188,1.0462584821
M2,N,0.8773282823,1.0422314147
M2,P1,0.8974941771,1.0283051913
M2,P2,0.9044276907,1.0249199324
M2,M2,0.8924855802,1.0304538522
M2,M1,0.9010145416,1.0271656208
