prey,predator,prey_payoff,predator_payoff
D,D,1.0999850820,0.8523389354
N,N,1.1122462940,0.8275787386
P1,P1,1.1202245991,0.8399000448
D,M2,1.0751528284,0.8680150568
N,M2,1.0851971452,0.8337746389
D,P2,1.0944067579,0.8601054053
D,M1,1.1222837659,0.8445069540
D,P1,1.1138885964,0.8477229876
P1,D,1.0394879753,0.8641998577
N,M1,1.0911397358,0.8338229043
N,P1,1.0763832933,0.8371967005
P1,N,1.1425442133,0.8351072041
N,P2,1.1007348051,0.8301479508
D,N,1.1052500788,0.8575316867
N,D,1.0623875920,0.8392984873
P1,P2,1.1118677557,0.8451824659
P1,M2,1.0997008340,0.8483179215
P1,M1,1.1346354285,0.8354396333
P2,P2,1.1140493185,0.8316307835
P2,D,1.0813442385,0.8402802576
M1,M1,1.1180033561,0.8354279834
M1,D,1.0270554814,0.8642035226
P2,M2,1.0897022557,0.8393838803
P2,N,1.1245600765,0.8290428516
M1,N,1.1393710285,0.8285705779
P2,M1,1.1026435637,0.8345308646
M1,P1,1.0941534983,0.8429686415
M1,P2,1.0989997205,0.8435768821
M2,D,1.0947204941,0.8402355466
P2,P1,1.0901653655,0.8384504648
M2,N,1.1281419735,0.8354642034
M1,M2,1.0715609386,0.8522201599
M2,M2,1.1162611478,0.8361171664
M2,P1,1.1069996268,0.8383172425
M2,P2,1.1309965945,0.8315394611
M2,M1,1.1098707336,0.8374704077
