prey,predator,prey_payoff,predator_payoff
D,D,1.1161556116,0.8469445264
N,N,1.1184970811,0.8268004983
P1,P1,1.1205874601,0.8410303318
D,M2,1.1273253613,0.8480868422
N,M2,1.0683392925,0.8418132298
D,P1,1.1445391550,0.8382875663
D,M1,1.1539647304,0.8344806126
N,P1,1.0583659642,0.8457334603
D,P2,1.1395588641,0.8432413430
P1,N,1.1531602248,0.8328954917
N,M1,1.0857129926,0.8367751657
N,P2,1.0968790569,0.8324322885
P1,D,1.0912342176,0.8492262739
N,D,1.0470476003,0.8475900106
D,N,1.1591578607,0.8374677829
P1,P2,1.1156029105,0.8452216612
P1,M2,1.0830232602,0.8571323363
P1,M1,1.1383673185,0.8348241807
P2,P2,1.1142409614,0.8327946385
P2,D,1.0775408207,0.8425326534
M1,M1,1.1174918543,0.8368646944
P2,N,1.1268234747,0.8302630136
P2,M1,1.1043358224,0.8349288731
M1,N,1.1408362387,0.8300966627
M1,D,1.0784567019,0.8491081325
P2,M2,1.0952220129,0.8393394153
M1,P2,1.0819617385,0.8525149639
M1,P1,1.0990319431,0.8431507097
M2,D,1.0908239181,0.8425020928
P2,P1,1.0962781148,0.8374366503
M2,N,1.1391187245,0.8330835288
M1,M2,1.0484141759,0.8644665235
M2,M2,1.1172899658,0.8369914163
M2,P1,1.1088188986,0.8386303831
M2,P2,1.1355592257,0.8305599233
M2,M1,1.1124173041,0.8374619208
