Prey / Predator,D,N,P1,P2,M1,M2
D,0.8387900525,0.7930608162,0.8374991996,0.8409454973,0.8334557951,0.8459926394
N,0.8400383268,0.7913063338,0.8500598148,0.8315292177,0.8369250246,0.8449021123
P1,0.8374090741,0.7927527284,0.8416756683,0.8393910949,0.8335956649,0.8515797997
P2,0.8411671845,0.7915203310,0.8423195250,0.8325739458,0.8367401238,0.8397686063
M1,0.8373307343,0.7914882650,0.8444332933,0.8464671691,0.8373519738,0.8572258002
M2,0.8414006540,0.7927600740,0.8406925204,0.8286426156,0.8347198631,0.8369110324
