Prey / Predator,D,N,P1,P2,M1,M2
D,1.1502235296,1.2698096185,1.1525721272,1.1534799499,1.1623839979,1.1412667058
N,1.0824789701,1.2057132950,1.0572204527,1.1050968244,1.0922627373,1.0693313131
P1,1.1361109000,1.2524301564,1.1258521960,1.1382398208,1.1470450095,1.1075700715
P2,1.0947090983,1.2225170459,1.0917022957,1.1207633020,1.1068031161,1.1016718659
M1,1.1228116049,1.2373790982,1.1039797891,1.1067774767,1.1228429485,1.0794382391
M2,1.1074163833,1.2376343565,1.1107362553,1.1452925743,1.1264266416,1.1237501786
