prey,predator,prey_payoff,predator_payoff
N,N,1.1533128439,0.8115938374
D,D,1.0953847255,0.8526490379
P1,P1,1.1325034118,0.8364035718
N,M2,1.1151546251,0.8251104419
N,P2,1.1254340461,0.8225925236
P1,D,1.0523278411,0.8641696526
N,M1,1.1156455944,0.8267241240
N,P1,1.1056320421,0.8291695027
D,M2,1.0987011444,0.8599220161
D,M1,1.1495908709,0.8351582892
P1,N,1.2109095252,0.8098291308
D,P1,1.1401754303,0.8392732496
D,P2,1.1107056503,0.8549261664
N,D,1.0654870808,0.8419699357
D,N,1.2105408226,0.8199724092
P1,P2,0.9652893338,0.9038620123
P1,M1,1.1472579227,0.8315795180
P2,P2,1.1250280386,0.8283490104
P1,M2,0.9325700050,0.9154961907
P2,D,1.0996851312,0.8365206534
M1,M1,1.1294383368,0.8320229237
P2,N,1.1828365061,0.8088991054
M1,D,1.0398572013,0.8641684787
P2,M2,1.1098481078,0.8333028068
M1,N,1.1972227451,0.8088960852
P2,M1,1.1567960529,0.8159187378
M1,P2,0.9332672956,0.9107656156
M1,P1,1.1144408489,0.8369050892
P2,P1,1.1553924447,0.8157148821
M2,D,1.1131521110,0.8365185769
M2,N,1.1965561565,0.8098314981
M1,M2,0.8962881664,0.9238909321
M2,M2,1.1280621662,0.8327407918
M2,P2,1.1429904122,0.8278494171
M2,P1,1.1620532104,0.8197231818
M2,M1,1.1631903689,0.8200533315
