prey,predator,prey_payoff,predator_payoff
D,D,0.8768728402,1.0407919269
D,P1,0.8649278320,1.0490600560
D,P2,0.8888117027,1.0392526408
D,N,0.6839991350,1.1519343569
D,M1,0.8752337418,1.0436733224
D,M2,0.8768709435,1.0455450090
N,N,0.8907661918,1.0258481957
N,D,0.8527755709,1.0415288629
N,P1,0.8438599727,1.0491105362
N,P2,0.8840629676,1.0288961194
N,M1,0.8685057924,1.0374232271
N,M2,0.8581529996,1.0412299779
P1,D,0.8981673332,1.0265231900
P1,P1,0.9069542230,1.0251804036
P1,N,0.9260343183,1.0188266366
P1,P2,0.9132808651,1.0231212302
P1,M2,0.8861603972,1.0369914833
P1,M1,0.9237257358,1.0173437620
P2,D,0.8730134524,1.0361102908
P2,N,0.8738635867,1.0383697030
P2,P2,0.9174384822,1.0135244408
P2,M1,0.9033906516,1.0217291077
P2,P1,0.8305257219,1.0588292618
P2,M2,0.8881156347,1.0272120696
M1,D,0.8927260884,1.0266003411
M1,N,0.8792028417,1.0384177642
M1,P1,0.8842620499,1.0323063588
M1,P2,0.8929683970,1.0303572588
M1,M1,0.9125714617,1.0191646127
M2,D,0.8782451194,1.0360774513
M1,M2,0.7773939350,1.0925451333
M2,N,0.9203475581,1.0188470366
M2,P1,0.8994464119,1.0267849594
M2,P2,0.9288311260,1.0115827393
M2,M2,0.9116747778,1.0196076875
M2,M1,0.8638458861,1.0472008047
