prey,predator,prey_payoff,predator_payoff
D,D,1.1144741115,0.8469552692
N,N,1.1728075544,0.8040640039
P1,P1,1.1435187928,0.8331413115
D,M2,1.1118830231,0.8563189000
D,P2,1.1242557199,0.8510686370
D,P1,1.1670699485,0.8289220207
D,M1,1.1735148962,0.8262307560
N,M2,1.1192616355,0.8239474699
P1,N,1.2427922762,0.7962784395
N,P2,1.1341287449,0.8195335872
N,P1,1.1098851345,0.8279839329
N,M1,1.1245976830,0.8235964838
P1,D,1.1305502050,0.8348776913
D,N,1.2738346183,0.7917425253
N,D,1.1063113961,0.8245183405
P1,P2,0.9884520584,0.8994843211
P1,M1,1.1588579734,0.8278916579
P1,M2,0.9557660423,0.9117674397
P2,P2,1.1359613100,0.8248887405
P2,D,1.1185221468,0.8300545126
M1,M1,1.1403775304,0.8286794488
P2,N,1.2230453575,0.7913443496
P2,M2,1.1212314122,0.8299068136
M1,P2,0.9581180796,0.9060760017
M1,N,1.2378664788,0.7913294736
M1,D,1.1171242112,0.8348603443
M1,P1,1.1258281411,0.8336304783
P2,M1,1.1591080060,0.8152394169
M2,D,1.1324411242,0.8299834644
M2,N,1.2280961670,0.7962910460
P2,P1,1.1562021604,0.8157999695
M1,M2,0.9311392444,0.9156083004
M2,M2,1.1390777370,0.8293571429
M2,P2,1.1545904488,0.8240400799
M2,P1,1.1640001582,0.8192481293
M2,M1,1.1664997275,0.8189371075
