prey,predator,prey_payoff,predator_payoff
D,D,1.1149951956,0.8472311908
N,N,1.1133141649,0.8280719737
P1,P1,1.1194979958,0.8410227584
D,M2,1.1263125822,0.8479031513
N,M2,1.0704110629,0.8406052729
D,P2,1.1387583608,0.8429935630
P1,D,1.0868315830,0.8505389051
N,M1,1.0825072264,0.8376761601
D,M1,1.1487872353,0.8360385776
N,P1,1.0601776050,0.8446343851
N,P2,1.0938900641,0.8332882511
D,P1,1.1389167369,0.8400448041
P1,N,1.1474413983,0.8342500465
N,D,1.0561814822,0.8432289211
D,N,1.1507694662,0.8399570692
P1,P2,1.1160408034,0.8445468096
P1,M2,1.0861997264,0.8553142174
P1,M1,1.1346417413,0.8358961083
P2,P2,1.1130846961,0.8328615590
M1,M1,1.1164843684,0.8368441225
P2,D,1.0802402641,0.8412469190
M1,D,1.0740766259,0.8504302901
P2,N,1.1206791850,0.8318480901
P2,M2,1.0951835350,0.8388449053
M1,N,1.1346033499,0.8316967216
M1,P2,1.0852535811,0.8506432962
P2,M1,1.0996587705,0.8363572079
M1,P1,1.0991854131,0.8425704056
M2,D,1.0936331558,0.8411902931
P2,P1,1.0933735536,0.8382271840
M2,N,1.1335158759,0.8344082269
M1,M2,1.0539661168,0.8616210989
M2,M2,1.1160354554,0.8370791082
M2,P2,1.1316683884,0.8317586899
M2,P1,1.1039411021,0.8401255676
M2,M1,1.1037265670,0.8401864244
