Prey / Predator,D,N,P1,P2,M1,M2
D,1.0791684728,1.0386266280,1.1075135569,1.0542260703,1.1138979885,1.0350119242
N,1.0346176796,1.1232079233,1.0659693038,1.0966508738,1.0863268528,1.0759466780
P1,0.9881131410,1.1426103388,1.1166802591,1.0099504955,1.1323537329,1.0139578969
P2,1.0782137725,1.1109562798,1.1010035243,1.1103908473,1.1137226203,1.0870269417
M1,0.9763055861,1.1257346225,1.0912558433,1.0146662528,1.1142693171,1.0254985318
M2,1.0914456871,1.1288645936,1.1185490691,1.1286450860,1.1252467593,1.1127821373
