Prey / Predator,D,N,P1,P2,M1,M2
D,0.8031148673,0.3448649409,0.7208971428,0.9170907690,0.6937042911,0.9193365885
N,0.4962978131,0.9931047685,0.9667537400,0.9688558504,0.9614370194,0.9742590750
P1,0.8211264610,0.7379629603,0.9748660670,0.9364421479,0.9711968800,0.9628011443
P2,0.8719863810,0.7441414151,0.9040749233,0.9723599519,0.8796590881,0.9757166359
M1,0.8273283081,0.6703056279,0.9725365771,0.9490239809,0.9693152008,0.9602349070
M2,0.8839120754,0.8114403248,0.9360418060,0.9740685077,0.9165893685,0.9778837388
