Prey / Predator,D,N,P1,P2,M1,M2
D,1.1541399046,1.2723247552,1.1665777348,1.1604080824,1.1755885571,1.1483712053
N,1.0961787680,1.2020437649,1.0725432155,1.1158119658,1.1041672650,1.0837366205
P1,1.1431568863,1.2511066995,1.1385952684,1.1206876562,1.1565945886,1.0884986627
P2,1.1160162142,1.2234341996,1.1185440145,1.1316794332,1.1276547232,1.1154194401
M1,1.1297880270,1.2382915579,1.1193740527,1.0886656703,1.1353921503,1.0597895048
M2,1.1291939555,1.2363243359,1.1327790245,1.1532111945,1.1421032017,1.1348518117
