prey,predator,prey_payoff,predator_payoff
D,D,0.8779875608,1.0415185135
D,P2,0.9006426048,1.0341790950
D,P1,0.8594508906,1.0533570413
D,N,0.7643758532,1.1106821676
D,M1,0.8699348352,1.0478895440
N,N,0.8740660967,1.0334872751
D,M2,0.8870900135,1.0414871000
N,D,0.6734558611,1.1381300153
N,P1,0.8049269089,1.0681195991
N,P2,0.8705748604,1.0344593145
N,M1,0.8599245235,1.0401318245
N,M2,0.8156311016,1.0624379887
P1,D,0.8752242807,1.0388500009
P1,P1,0.8737492280,1.0418607971
P1,N,0.8889084633,1.0375808872
P1,P2,0.8925558418,1.0346951540
P1,M1,0.8772518144,1.0411478226
P1,M2,0.8695509190,1.0463755252
P2,D,0.8170088529,1.0656555669
P2,N,0.8761806274,1.0366721581
P2,P2,0.8843154194,1.0305884840
P2,M1,0.8663944265,1.0396884880
P2,P1,0.8010210125,1.0754041105
P2,M2,0.8642327347,1.0402883542
M1,D,0.8697057693,1.0390364415
M1,N,0.8813349499,1.0368417862
M1,P1,0.8612841862,1.0447008902
M1,P2,0.8772545641,1.0394419950
M1,M1,0.8788533217,1.0363834225
M2,D,0.8217249995,1.0657269425
M1,M2,0.8185257428,1.0705619303
M2,N,0.8835794273,1.0375108043
M2,P1,0.8598887553,1.0459999263
M2,P2,0.8841708408,1.0345671683
M2,M2,0.8791375327,1.0360947865
M2,M1,0.6666793969,1.1529976604
