prey,predator,prey_payoff,predator_payoff
D,D,1.1117880963,0.8486247016
N,N,1.1123479899,0.8278463938
P1,P1,1.1230153236,0.8392378506
D,M2,1.1189308797,0.8503935867
N,M2,1.0819250376,0.8355668782
N,P2,1.0987998310,0.8310133112
N,P1,1.0725091823,0.8392675857
N,M1,1.0881820637,0.8350982158
D,P2,1.1326464245,0.8449384388
D,M1,1.1460467127,0.8360580561
P1,N,1.1424290954,0.8355885158
D,P1,1.1357704430,0.8403137575
P1,D,1.0729719895,0.8547513588
N,D,1.0638247494,0.8396714626
D,N,1.1389891280,0.8440301509
P1,P2,1.1078798816,0.8472915986
P1,M2,1.0861974656,0.8545747087
P2,P2,1.1163094507,0.8311555663
P1,M1,1.1357834520,0.8351904254
M1,M1,1.1202271276,0.8349538315
P2,D,1.0832204960,0.8398373806
P2,N,1.1153263446,0.8333514750
P2,M2,1.0991428785,0.8365727634
M1,D,1.0601955939,0.8547287206
P2,M1,1.1032372783,0.8345289501
M1,N,1.1294466847,0.8331110985
M1,P2,1.0855032664,0.8498518435
M1,P1,1.1037002378,0.8401119293
M2,D,1.0966110375,0.8398030888
M2,N,1.1285247129,0.8357460688
P2,P1,1.0966520030,0.8365868432
M1,M2,1.0660031792,0.8556369032
M2,M2,1.1190496912,0.8354704923
M2,P1,1.1075249205,0.8383727756
M2,P2,1.1322921944,0.8312517222
M2,M1,1.1051555243,0.8392077947
