prey,predator,prey_payoff,predator_payoff
D,D,1.1136602403,0.8477135195
N,N,1.1045760448,0.8295726728
P1,P1,1.1139734403,0.8421459594
D,M2,1.1201322659,0.8486671040
N,M2,1.0880165138,0.8327758287
D,M1,1.1222036695,0.8446803416
N,P1,1.0790613219,0.8363384569
D,P2,1.1349573063,0.8428608657
P1,D,1.0864464667,0.8505822112
P1,N,1.1398773728,0.8349603947
N,P2,1.0872609862,0.8351773852
D,P1,1.1113545579,0.8489348089
N,M1,1.0757373955,0.8395817206
D,N,1.1412117576,0.8411264808
N,D,1.0582783811,0.8423128954
P1,P2,1.1295413784,0.8380583313
P1,M1,1.1141224668,0.8426906936
P1,M2,1.1199573513,0.8407576193
P2,P2,1.1080758323,0.8339238111
P2,D,1.0825700848,0.8402789624
M1,M1,1.1117325810,0.8377531263
P2,M2,1.0900915725,0.8393989932
P2,N,1.1203341638,0.8299399713
M1,P1,1.0947878547,0.8428368069
P2,M1,1.0875881298,0.8401837422
M1,N,1.1342691924,0.8298104581
M1,D,1.0733121155,0.8506248124
M1,P2,1.1194686474,0.8356905893
M2,D,1.0960262187,0.8402210638
P2,P1,1.0857325271,0.8401585416
M2,N,1.1259797673,0.8351112144
M1,M2,1.0883375807,0.8461715201
M2,M2,1.1102925531,0.8383418001
M2,P2,1.1114328455,0.8386365734
M2,P1,1.0914926542,0.8439705446
M2,M1,1.0726903396,0.8507741760
