prey,predator,prey_payoff,predator_payoff
N,N,1.1652079314,0.8070008839
D,D,1.1027588164,0.8502864284
P1,P1,1.1419684857,0.8334130411
D,M2,1.1031947023,0.8594677416
D,P2,1.1155184887,0.8542345066
N,M2,1.1226093335,0.8225228840
D,M1,1.1681466401,0.8279554116
D,P1,1.1617215661,0.8306707342
P1,N,1.2403336015,0.7971827793
N,P1,1.1132408813,0.8265463203
N,P2,1.1340210770,0.8194612964
N,M1,1.1244579665,0.8235307089
P1,D,1.1133538774,0.8409960623
D,N,1.2736640876,0.7918280033
N,D,1.0927915325,0.8307702449
P1,P2,0.9641693911,0.9085785014
P1,M1,1.1568865903,0.8283679608
P1,M2,0.9332708384,0.9199717900
P2,P2,1.1343331597,0.8252269685
P2,D,1.1115968655,0.8323735218
M1,M1,1.1388093694,0.8289648893
P2,N,1.2223966421,0.7915980919
P2,M2,1.1196611989,0.8301833261
M1,N,1.2372136712,0.7915817229
P2,M1,1.1606863788,0.8146540300
M1,P2,0.9356751168,0.9143851235
M1,D,1.0996496266,0.8412126463
M1,P1,1.1243316580,0.8338498563
P2,P1,1.1587590538,0.8147564536
M2,D,1.1252922206,0.8323471107
M2,N,1.2256591503,0.7971982265
M1,M2,0.9112147909,0.9226524929
M2,M2,1.1374653046,0.8296824893
M2,P1,1.1657844141,0.8185705346
M2,P2,1.1525671120,0.8245681424
M2,M1,1.1674865244,0.8186338988
