Prey / Predator,D,N,P1,P2,M1,M2
D,0.8359733566,0.7917882260,0.8296015192,0.8377785678,0.8261555097,0.8428485961
N,0.8317187028,0.7937410467,0.8403540754,0.8250312290,0.8296849807,0.8357677099
P1,0.8318852311,0.7935408535,0.8348197165,0.8523075091,0.8285845757,0.8652873682
P2,0.8280206083,0.7910244628,0.8257953780,0.8264516534,0.8236614310,0.8320063235
M1,0.8317825192,0.7910008434,0.8358922107,0.8596637516,0.8304364742,0.8711629895
M2,0.8281403829,0.7935494100,0.8270910234,0.8244576758,0.8248659210,0.8308451652
