prey,predator,prey_payoff,predator_payoff
P1,P1,1.1273390243,0.8388470930
N,N,1.1337385617,0.8210787050
D,D,1.1189177382,0.8463968975
D,P1,1.1518733961,0.8357601046
N,M1,1.0975311045,0.8325576472
D,M2,1.1306261327,0.8472027551
N,M2,1.0801193000,0.8376043102
N,P2,1.1075109730,0.8286241563
P1,N,1.1633207363,0.8298017583
P1,D,1.0999193207,0.8455736558
D,M1,1.1612033685,0.8319393820
N,P1,1.0710162314,0.8412267608
D,P2,1.1424002367,0.8425222017
N,D,1.0635078700,0.8405741734
D,N,1.1580133910,0.8394631312
P1,P2,1.0939603276,0.8542558392
P1,M2,1.0612254407,0.8661207308
P2,D,1.0853975890,0.8395025703
P2,P2,1.1207267960,0.8305738911
P1,M1,1.1442334807,0.8330380829
M1,M1,1.1242492992,0.8346114192
M1,N,1.1487678292,0.8279296285
P2,N,1.1346394707,0.8280998923
M1,D,1.0868261797,0.8455421717
P2,M1,1.1222557921,0.8283745671
M1,P1,1.1080270666,0.8400217466
P2,M2,1.1040318490,0.8362015571
M1,P2,1.0604550537,0.8615225371
M2,D,1.0986902041,0.8395058721
P2,P1,1.1158252229,0.8302483435
M2,N,1.1491873962,0.8299688520
M1,M2,1.0261929222,0.8736821159
M2,M2,1.1237882662,0.8348310995
M2,P1,1.1268888347,0.8321865883
M2,P2,1.1411664471,0.8287946294
M2,M1,1.1308789140,0.8310864918
