prey,predator,prey_payoff,predator_payoff
N,N,1.1100473617,0.8284188113
D,D,1.0509569900,0.8718975181
P1,P1,1.1152281490,0.8415430549
D,M2,0.9886595086,0.9022742731
N,M2,1.0673571569,0.8410406907
P1,D,1.0009046239,0.8753695961
N,P2,1.0895676630,0.8352329865
D,M1,1.0847950185,0.8590320418
P1,N,1.1539887802,0.8301785142
N,P1,1.0572995344,0.8449896411
D,P1,1.0778693854,0.8612400875
D,P2,1.0132676166,0.8926107896
N,M1,1.0790865373,0.8393584988
D,N,1.0286139074,0.8879199583
N,D,1.0283313143,0.8525733740
P1,P2,1.1195920129,0.8421417601
P1,M1,1.1329693740,0.8360530911
P1,M2,1.0991902846,0.8483776072
P2,P2,1.1096559299,0.8330951607
M1,M1,1.1135393736,0.8369377881
P2,D,1.0730076869,0.8431424179
M1,N,1.1445060328,0.8262280514
M1,D,0.9889511361,0.8753699279
P2,N,1.1307744888,0.8262170857
P2,M2,1.0764411279,0.8433297461
P2,M1,1.0962566465,0.8371718444
M1,P2,1.0990119991,0.8434339314
M1,P1,1.0811442250,0.8467986270
M2,D,1.0861945652,0.8431256343
M2,N,1.1393360987,0.8305867295
P2,P1,1.0745932343,0.8439521328
M1,M2,1.0614549490,0.8546196771
M2,M2,1.1113299134,0.8377183129
M2,P1,1.1004563528,0.8409080645
M2,P2,1.1293562382,0.8321125933
M2,M1,1.1099468478,0.8380896893
