prey,predator,prey_payoff,predator_payoff
N,N,1.1717578901,0.8051927422
D,D,1.1349800201,0.8414994735
P1,P1,1.1374205672,0.8357794075
D,M2,1.1309010997,0.8486116900
N,M2,1.0981605636,0.8319248667
D,P1,1.1640665518,0.8311332719
N,P1,1.0887711619,0.8358960684
D,M1,1.1719951378,0.8278867995
N,P2,1.1226457117,0.8237650852
D,P2,1.1436438048,0.8432708391
N,M1,1.1129418953,0.8278075116
P1,N,1.2137661368,0.8093114031
P1,D,1.1218892575,0.8398535207
D,N,1.2167484980,0.8170052650
N,D,1.1115508867,0.8212602475
P1,P2,1.0745916359,0.8636019745
P1,M2,1.0409995824,0.8762552189
P1,M1,1.1536154859,0.8301680445
P2,P2,1.1302549279,0.8274943914
P2,D,1.1080049649,0.8334314875
M1,M1,1.1343748568,0.8313850563
M1,P2,1.0412589266,0.8711308818
P2,N,1.1849875949,0.8080126623
M1,N,1.1993916318,0.8080106795
P2,M2,1.1149422614,0.8327213195
M1,D,1.1085041959,0.8398687178
P2,M1,1.1441842414,0.8206701186
M1,P1,1.1193179448,0.8365002062
M2,D,1.1214837518,0.8334798113
M2,N,1.1993803834,0.8093107676
P2,P1,1.1393462664,0.8219641808
M1,M2,1.0122216194,0.8814334082
M2,M2,1.1332839426,0.8318946237
M2,P2,1.1497837100,0.8261462049
M2,P1,1.1492305957,0.8244621945
M2,M1,1.1529496569,0.8236299350
