Prey / Predator,D,N,P1,P2,M1,M2
D,0.8797247661,0.8007905744,0.8578440411,0.9016524928,0.8747579008,0.8905687530
N,0.7253169121,0.9529855633,0.8794996700,0.9201322095,0.9087851703,0.8881825394
P1,0.8920952148,0.9844516510,0.9265849861,0.9440295475,0.9429569560,0.9206960388
P2,0.8727982376,0.9290531175,0.8631401187,0.9320734267,0.9191487502,0.8976878133
M1,0.8866385638,0.9353685180,0.8978547156,0.9247536755,0.9304746250,0.8915291997
M2,0.8778347279,0.9782372983,0.9174168687,0.9451833072,0.8409416634,0.9277824251
