prey,predator,prey_payoff,predator_payoff
D,D,0.8797247661,1.0401847009
D,P1,0.8578440411,1.0537236012
D,P2,0.9016524928,1.0332734780
D,N,0.8007905744,1.0906400693
D,M1,0.8747579008,1.0444412719
D,M2,0.8905687530,1.0390498455
N,N,0.9529855633,0.9918490492
N,D,0.7253169121,1.1129941945
N,P1,0.8794996700,1.0297173051
N,P2,0.9201322095,1.0093006995
N,M1,0.9087851703,1.0155288677
N,M2,0.8881825394,1.0249835548
P1,D,0.8920952148,1.0299325099
P1,P1,0.9265849861,1.0136659943
P1,N,0.9844516510,0.9865466491
P1,P2,0.9440295475,1.0070399624
P1,M1,0.9429569560,1.0058288504
P1,M2,0.9206960388,1.0188178049
P2,D,0.8727982376,1.0363265110
P2,N,0.9290531175,1.0083246551
P2,P2,0.9320734267,1.0048477568
P2,M1,0.9191487502,1.0123288381
P2,P1,0.8631401187,1.0412615030
P2,M2,0.8976878133,1.0214490837
M1,D,0.8866385638,1.0300264236
M1,N,0.9353685180,1.0079914345
M1,P1,0.8978547156,1.0241811659
M1,P2,0.9247536755,1.0137095680
M1,M1,0.9304746250,1.0086053155
M2,D,0.8778347279,1.0364112458
M1,M2,0.8915291997,1.0291519497
M2,N,0.9782372983,0.9866922172
M2,P1,0.9174168687,1.0160975431
M2,P2,0.9451833072,1.0017086597
M2,M2,0.9277824251,1.0101362813
M2,M1,0.8409416634,1.0589740507
