Prey / Predator,D,N,P1,P2,M1,M2
D,1.1137932405,1.1362961978,1.1002835721,1.1320852436,1.1114554472,1.1160395615
N,1.0626932817,1.1047993428,1.0826272294,1.0894154723,1.0780864725,1.0914880676
P1,1.0865444445,1.1390779381,1.1148361191,1.1354355913,1.1148162794,1.1220601461
P2,1.0828650709,1.1181563854,1.0794685716,1.1091905028,1.0854618655,1.0835830113
M1,1.0734236015,1.1316224324,1.0882250820,1.1224247328,1.1128994718,1.0862539003
M2,1.0964294898,1.1252256314,1.0893600792,1.1120369067,1.0708478750,1.1111191878
