Prey / Predator,D,N,P1,P2,M1,M2
D,0.7889089624,0.8625526826,0.8087715533,0.8071765217,0.8215091099,0.7922727055
N,0.7263261353,0.8480884268,0.7642652062,0.8077538246,0.7936315513,0.7774848233
P1,0.7555931738,0.8683533152,0.7902638716,0.8069754721,0.8130921777,0.7694715120
P2,0.7761525804,0.8549616406,0.7857774780,0.8090486266,0.8059824591,0.7774759391
M1,0.7511381466,0.8602820927,0.7688075460,0.7805189709,0.7999901890,0.6969339532
M2,0.7807752804,0.8629411891,0.7972745937,0.8225353744,0.7942552052,0.7992864838
