prey,predator,prey_payoff,predator_payoff
D,D,1.0978497397,0.8531629294
N,N,1.1450822030,0.8153161426
P1,P1,1.1266385359,0.8383988314
D,M2,1.1038032938,0.8571769379
D,M1,1.1501056996,0.8348766885
N,M2,1.0959871624,0.8316899819
N,P2,1.1140025538,0.8265716754
N,P1,1.0867472593,0.8355172484
D,P1,1.1413971468,0.8385346642
D,P2,1.1167838150,0.8519098683
N,M1,1.1044682172,0.8304909311
P1,D,1.0490081954,0.8621743613
P1,N,1.1660808100,0.8284606345
D,N,1.1051195205,0.8631777491
N,D,1.0758326332,0.8344407372
P1,P2,0.9630402941,0.9041465084
P1,M1,1.1413700724,0.8337429571
P1,M2,0.9248853390,0.9177503239
P2,P2,1.1196819375,0.8302827694
P2,D,1.0863206811,0.8397731091
M1,M1,1.1236627094,0.8341021183
M1,P1,1.1089147007,0.8386459182
P2,N,1.1321741634,0.8289481665
P2,M2,1.1046540345,0.8349463183
M1,D,1.0363721239,0.8622213179
P2,M1,1.1385424969,0.8222611216
M1,N,1.1466135093,0.8286169576
M1,P2,0.9249442068,0.9136792897
M2,D,1.0996065237,0.8397790996
M2,N,1.1517573768,0.8287004534
P2,P1,1.1338263217,0.8234072754
M1,M2,0.8805947922,0.9293680713
M2,M2,1.1226169165,0.8346039680
M2,P1,1.1437165000,0.8259738426
M2,P2,1.1375691960,0.8298500038
M2,M1,1.1468502190,0.8254046458
